Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Latitude,Longitude,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8635254430,RJM296,FL,PAS,01/02/2018,40,4DSD,FORD,T,16220,36320,9020,20180288,46.0,46,46,365816,T201,C,0201P,,BX,F,51,Buchanan Pl,,40.8586202,-73.9062691,0,408,e2,,YYYYYYY,,,WHITE,,0,,0,46,40-Fire Hydrant,,,
8635254417,63630JD,NY,COM,01/02/2018,40,VAN,CHEVR,T,52120,26970,29620,20190531,46.0,46,46,365816,T201,C,0146P,,BX,O,1905,Morris Ave,,42.264587,-83.18342650000001,0,408,e2,,YYYYYYY,,,WH,,2009,,0,46,40-Fire Hydrant,,,
8635254399,92980JE,NY,COM,01/02/2018,40,DELV,INTER,T,52120,52720,26970,88880088,46.0,46,46,365816,T201,C,0137P,,BX,F,1881,Morris Ave,,40.8491688,-73.9084417,0,408,e2,,YYYYYYY,,,BROWN,,2002,,0,46,40-Fire Hydrant,,,
8635254375,T723721C,NY,OMT,01/02/2018,46,4DSD,HONDA,T,26880,63920,52120,20180228,48.0,48,48,365816,T201,C,0124P,,BX,O,144,E 174th St,,40.84479200000001,-73.909804,0,408,f1,,YYYYYYY,,,BR,,2017,,0,46,46A-Double Parking (Non-COM),,,
8635254363,T640635C,NY,OMT,01/02/2018,46,4DSD,TOYOT,T,26880,63920,52120,20180331,48.0,48,48,365816,T201,C,0123P,,BX,F,132,E 174th St,,40.8447722,-73.910052,0,408,f1,,YYYYYYY,,,BK,,2015,,0,46,46A-Double Parking (Non-COM),,,
8635254351,XBDR93,NJ,PAS,01/02/2018,14,VAN,GMC,T,0,0,0,88880088,48.0,48,48,365816,T201,C,0120P,,BX,I,E,Selwyn Ave,10ft S/of E 173rd St,35.174433,-80.839838,0,408,c,,YYYYY,0600A,0500P,WHITE,,0,,0,46,14-No Standing,,,
8635254326,ATD5665,NY,PAS,01/02/2018,71,SUBN,HONDA,T,26940,73720,56820,20180404,48.0,48,48,365816,T201,C,0103P,,BX,O,412,E 176th St,,40.8465611,-73.90081049999999,0,408,j6,,YYYYYYY,,,GY,,2003,,0,46,71A-Insp Sticker Expired (NYS),,,
8638655071,AJ21835,CT,PAS,01/02/2018,46,4DSD,NISSA,T,38080,93130,26230,20180088,67.0,67,67,355542,T302,N,0105P,,K,F,490,E 96th St,,40.655885,-73.9161139,0,408,f1,,YYYYYYY,,,BLACK,,0,,0,S,46A-Double Parking (Non-COM),,,
8638655046,FSW5239,NY,PAS,01/02/2018,46,SUBN,LEXUS,T,9280,6680,6780,20191004,66.0,66,66,355542,T302,N,1120A,,K,F,1656,54th St,,40.6172493,-73.9230425,0,408,f1,,YYYYYYY,,,BK,,2017,,0,S,46A-Double Parking (Non-COM),,,
8638655010,FEY3654,NY,PAS,01/02/2018,46,SUBN,TOYOT,T,9530,6780,6880,20180818,66.0,66,66,355542,T302,N,1110A,,K,F,1746,59th St,,40.6231181,-73.9878811,0,408,f1,,YYYYYYY,,,BL,,2017,,0,S,46A-Double Parking (Non-COM),,,
8638654984,BBNICOLE,NY,SRF,01/02/2018,71,4DSD,HONDA,T,6780,67047,9780,20181205,66.0,66,66,355542,T302,N,1104A,,K,O,6319,17th Ave,,47.6753342,-122.3100312,0,408,j6,,YYYYYYY,,,RD,,2016,,0,S,71A-Insp Sticker Expired (NYS),,,
8638654844,AMW5639,NY,PAS,01/02/2018,21,SUBN,CHEVR,T,9480,32600,6780,20170812,66.0,66,66,355542,T302,N,0948A,,K,F,1683,58th St,,40.6247619,-73.98841,0,408,d1,,Y,0930A,1100A,GREY,,2018,,0,S,21-No Parking (street clean),,,
8638654832,FBG4602,NY,PAS,01/02/2018,21,4DSD,NISSA,T,9480,32600,6780,20180707,66.0,66,66,355542,T302,N,0947A,,K,F,1683,58th St,,40.6247619,-73.98841,0,408,d1,,Y,0930A,1100A,WH,,2009,,0,S,21-No Parking (street clean),,,
8638654819,FEJ7228,NY,PAS,01/02/2018,21,4DSD,HYUND,T,6780,9380,9430,20180830,66.0,66,66,355542,T302,N,0944A,,K,O,5605,17th Ave,,40.6253605,-73.9870547,0,408,d1,,Y,0930A,1100A,GY,,2010,,0,S,21-No Parking (street clean),,,
8638654730,DRU6978,NY,PAS,01/02/2018,21,SUBN,INFIN,T,6980,0,0,20190131,66.0,66,66,355542,T302,N,0928A,,K,I,N,19th Ave,60ft W/of 58th St,33.5870108,-112.0996828,0,408,d1,,Y,0830A,1000A,WH,,2016,,0,S,21-No Parking (street clean),,,
8638654704,HNU7110,NY,PAS,01/02/2018,21,SUBN,CHRYS,T,9530,6980,7080,20190113,66.0,66,66,355542,T302,N,0921A,,K,F,1915,59th St,,40.6209766,-73.98362279999999,0,408,d1,,Y,0830A,1000A,RD,,2017,,0,S,21-No Parking (street clean),,,
8638654686,AK52824,IL,PAS,01/02/2018,21,2DSD,CHRYS,T,9530,7080,7230,20180688,66.0,66,66,355542,T302,N,0916A,,K,F,2013,59th St,,40.6198633,-73.9817059,0,408,d1,,Y,0830A,1000A,BLACK,,0,,0,S,21-No Parking (street clean),,,
8638654674,FYL7674,NY,PAS,01/02/2018,21,2DSD,HONDA,T,9530,7080,7230,20180712,66.0,66,66,355542,T302,N,0915A,,K,F,2019,59th St,,40.6153062,-73.917188,0,408,d1,,Y,0830A,1000A,GY,,2008,,0,S,21-No Parking (street clean),,,
8638654650,89397MD,NY,COM,01/02/2018,14,VAN,DODGE,T,7230,9480,9530,20191031,66.0,66,66,355542,T302,N,0909A,,K,O,5806,21st Ave,,40.619171,-73.97987599999999,0,408,c,,YYYYYYY,,,WH,,2008,,0,S,14-No Standing,,,
8638654625,T716464C,NY,OMT,01/02/2018,21,SUBN,HONDA,T,9580,7230,17330,20180930,66.0,66,66,355542,T302,N,0904A,,K,F,2163,60th St,,40.617254,-73.97887100000001,0,408,d1,,Y,0830A,1000A,GY,,2016,,0,S,21-No Parking (street clean),,,
8638654595,BKK5223,NY,PAS,01/02/2018,21,SUBN,HONDA,T,9580,7080,7230,20180221,66.0,66,66,355542,T302,N,0854A,,K,F,2009,60th St,,45.154148,-92.692368,0,408,d1,,Y,0830A,1000A,BL,,2015,,0,S,21-No Parking (street clean),,,
8638654560,CKXZ39,FL,PAS,01/02/2018,21,SUBN,TOYOT,T,9580,7080,7230,20160688,66.0,66,66,355542,T302,N,0848A,,K,F,2061,60th St,,40.61860679999999,-73.98109749999999,0,408,d1,,Y,0830A,1000A,RED,,0,,0,S,21-No Parking (street clean),,,
8638654510,DWW4543,NY,PAS,01/02/2018,21,SUBN,TOYOT,T,9580,6880,6980,20190123,66.0,66,66,355542,T302,N,0840A,,K,F,1833,60th St,,40.6216442,-73.986148,0,408,d1,,Y,0830A,1000A,GY,,2016,,0,S,21-No Parking (street clean),,,
8633459980,24729JZ,NY,COM,01/02/2018,38,VAN,UTILI,T,10210,18550,18570,88880088,19.0,19,19,364877,T103,CC,0810A,,NY,F,1384,3rd Ave,,40.7741399,-73.95772740000001,0,408,h1,,Y,0800A,0700P,WHITE,,2008,,0,16,38-Failure to Dsplay Meter Rec,,,
8633459978,AU256B,NJ,PAS,01/02/2018,38,DELV,FORD,T,10210,18590,18610,88880088,19.0,19,19,364877,T103,CC,0806A,,NY,F,1414,3rd Ave,,40.7752927,-73.95690200000001,0,408,h1,,Y,0800A,0700P,WHITE,,0,,0,16,38-Failure to Dsplay Meter Rec,,,
8633266684,609491,NY,PAS,01/02/2018,71,4DSD,HONDA,T,11710,35210,35230,20190814,20.0,20,20,355417,T103,H,0327P,,NY,F,269,Amsterdam Ave,,40.7789092,-73.98117,0,408,j6,,YYYYYYY,,,GY,,2008,,0,41,71A-Insp Sticker Expired (NYS),,,
8633266672,DCE4649,NY,PAS,01/02/2018,71,SUBN,HONDA,T,35210,15710,11710,20190509,20.0,20,20,355417,T103,H,0212P,,NY,F,161,W 72nd St,,40.7784857,-73.9807302,0,408,j6,,YYYYYYY,,,GY,,2016,,0,41,71A-Insp Sticker Expired (NYS),,,
8633266660,921QQN,FL,PAS,01/02/2018,38,SUBN,SUBAR,T,35210,15710,11710,20181288,20.0,20,20,355417,T103,H,0203P,,NY,F,114,W 72nd St,,40.7773866,-73.979421,0,408,h1,,Y,0900A,0700P,RED,,0,,0,41,38-Failure to Dsplay Meter Rec,,,
8633266659,98006MK,NY,COM,01/02/2018,37,VAN,CHEVR,T,35210,14510,15710,20191123,20.0,20,20,355417,T103,H,0159P,1123A,NY,F,50,W 72nd St,,40.7770249,-73.97845749999999,0,408,h1,,Y,0900A,0700P,WH,,2012,108-3006,0,41,37-Expired Parking Meter,,,
8633266647,58600MC,NY,COM,01/02/2018,46,DELV,ISUZU,T,35210,14510,15710,20180630,20.0,20,20,355417,T103,H,0155P,,NY,F,42,W 72nd St,,40.7768089,-73.97815899999999,0,408,F1,,YYYYYYY,,,WH,,2013,,0,41,46B-Double Parking (Com-100Ft),,,
8633266635,Y81DMZ,NJ,PAS,01/02/2018,40,SUBN,BUICK,T,35230,14510,15710,88880088,20.0,20,20,355417,T103,H,0143P,,NY,F,49,W 73rd St,,40.7779325,-73.9773785,0,408,e2,,YYYYYYY,,,BLACK,,0,,7,41,40-Fire Hydrant,,,
8633266623,XDJH37,NJ,PAS,01/02/2018,46,VAN,ISUZU,T,15710,35210,35230,88880088,20.0,20,20,355417,T103,H,0131P,,NY,O,261,Columbus Ave,,40.7774909,-73.97850090000001,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,41,46B-Double Parking (Com-100Ft),,,
8633266611,XR929F,NJ,PAS,01/02/2018,37,VAN,ME/BE,T,15710,35210,35230,88880088,20.0,20,20,355417,T103,H,0127P,1238P,NY,F,274,Columbus Ave,,40.778003,-73.97862839999999,20180102,408,h1,,Y     Y,1000A,0700P,WHITE,,0,103-3082,0,41,37-Expired Parking Meter,,,
8633266600,42771JZ,NY,COM,01/02/2018,38,VAN,UTILI,T,15710,35230,35250,88880088,20.0,20,20,355417,T103,H,0117P,,NY,F,284,Columbus Ave,,40.7784979,-73.9783114,0,408,h1,,Y     Y,1000A,0700P,WHITE,,2009,,0,41,38-Failure to Dsplay Meter Rec,,,
8633266593,56421MB,NY,COM,01/02/2018,69,VAN,CHEVR,T,15710,35230,35250,88880088,20.0,20,20,355417,T103,H,0109P,,NY,O,290,Columbus Ave,,42.346658,-71.07377799999999,0,408,h1,,Y,0700A,0700P,WHITE,,2011,,0,41,69-Fail to Dsp Prking Mtr Rcpt,,,
5100208247,ALM4E,FL,PAS,01/02/2018,7,PK,FORD,V,0,0,0,0,,0,0,0,,,0458P,,ST,,,CLOVE RD (S/B) @ CHE,SHIRE PL,40.6176306,-74.10455080000001,0,1111,D,T,,,,BLU,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
8633266581,EKJ9606,NY,PAS,01/02/2018,71,SUBN,AUDI,T,35250,14510,15710,20180825,20.0,20,20,355417,T103,H,0106P,,NY,F,54,W 74th St,,40.7784407,-73.9775875,0,408,j6,,YYYYYYY,,,BK,,2017,,0,41,71A-Insp Sticker Expired (NYS),,,
8633266568,FXB5583,NY,PAS,01/02/2018,37,SUBN,KIA,T,15710,35250,35270,20180228,20.0,20,20,355417,T103,H,1259P,1251P,NY,O,314,Columbus Ave,,40.7792765,-73.977733,0,408,h1,,Y,0730A,0700P,RD,,2012,103-3087,0,41,37-Expired Parking Meter,,,
8633266556,AQUAMAN,NY,SRF,01/02/2018,38,4DSD,SUBAR,T,15710,35270,35290,20181031,20.0,20,20,355417,T103,H,1237P,,NY,F,330,Columbus Ave,,40.7798167,-73.977342,0,408,h1,,Y     Y,1000A,0700P,BK,,2018,,0,41,38-Failure to Dsplay Meter Rec,,,
8633266544,19470MB,NY,COM,01/02/2018,71,VAN,CHEVR,T,35270,0,0,20180526,20.0,20,20,355417,T103,H,1222P,,NY,I,S,W 75th St,20ft E/of Amsterdam,29.6082924,-82.42263919999999,0,408,j6,,YYYYYYY,,,WH,,2012,,0,41,71A-Insp Sticker Expired (NYS),,,
8633266532,19470MB,NY,COM,01/02/2018,37,VAN,CHEVR,T,35270,0,0,20180526,20.0,20,20,355417,T103,H,1220P,1212P,NY,I,S,W 75th St,20ft E/of Amsterdam,29.6082924,-82.42263919999999,0,408,h1,,Y,0900A,0700P,WH,,2012,103-3016,0,41,37-Expired Parking Meter,,,
8633266520,FRG3982,NY,PAS,01/02/2018,37,4DSD,TOYOT,T,35270,11710,13610,20190922,20.0,20,20,355417,T103,H,1217P,1200P,NY,O,215,W 75th St,,40.7810583,-73.9808407,0,408,h1,,Y,0900A,0700P,GY,,2007,103-3042,0,41,37-Expired Parking Meter,,,
8633266519,23166JZ,NY,COM,01/02/2018,70,VAN,FORD,T,35270,13610,44990,20171231,20.0,20,20,355417,T103,H,1209P,,NY,O,235,W 75th St,,40.7814282,-73.9817664,0,408,j3,,YYYYYYY,,,WH,,2011,,0,41,70A-Reg. Sticker Expired (NYS),,,
8633266507,32470MH,NY,COM,01/02/2018,21,SUBN,HONDA,T,35270,13610,44990,20180131,20.0,20,20,355417,T103,H,1206P,,NY,O,245,W 75th St,,40.7816647,-73.9821995,0,408,d1,,Y  Y,1100A,1230A,GR,,2006,,0,41,21-No Parking (street clean),,,
8633266489,TOPHAT15,NY,COM,01/02/2018,21,VAN,GMC,T,44990,35250,35270,20190131,20.0,20,20,355417,T103,H,1201P,,NY,F,310,West End Ave,,40.7814604,-73.9829341,0,408,d1,,Y  Y,1100A,1230A,GR,,1999,,0,41,21-No Parking (street clean),,,
8633266453,BVA5632,NY,PAS,01/02/2018,21,SUBN,CHRYS,T,44990,35290,35310,20180909,20.0,20,20,355417,T103,H,1148A,,NY,F,342,West End Ave,,40.782414,-73.98218,0,408,d1,,Y  Y,1100A,1230A,BK,,2010,,0,41,21-No Parking (street clean),,,
8633266441,91148MD,NY,COM,01/02/2018,38,VAN,GMC,T,13610,0,0,88880088,20.0,20,20,355417,T103,H,1142A,,NY,I,E,Broadway,22ft S/of W 77th St,40.71405379999999,-73.9901963,0,408,h1,,Y     Y,0830A,1000P,WHITE,,2014,,0,41,38-Failure to Dsplay Meter Rec,,,
8633266416,29488JM,NY,COM,01/02/2018,21,VAN,FORD,T,35330,15710,11710,20180131,20.0,20,20,355417,T103,H,1113A,,NY,F,110,W 78th St,,40.78138550000001,-73.97677010000001,0,408,d1,,Y  Y,1100A,1230A,BL,,2004,,0,41,21-No Parking (street clean),,,
8633266404,AM38096,CT,PAS,01/02/2018,21,SUBN,AUDI,T,35330,15710,11710,88880088,20.0,20,20,355417,T103,H,1111A,,NY,F,108,W 78th St,,40.7813838,-73.9766898,0,408,d1,,Y  Y,1100A,1230A,RED,,0,,0,41,21-No Parking (street clean),,,
8633266398,DYB5545,NY,PAS,01/02/2018,21,SUBN,HONDA,T,35330,15710,11710,20190220,20.0,20,20,355417,T103,H,1109A,,NY,F,106,W 78th St,,40.7813001,-73.9766439,0,408,d1,,Y  Y,1100A,1230A,GR,,2007,,0,41,21-No Parking (street clean),,,
8633266362,ZKZ79W,NJ,PAS,01/02/2018,38,4DSD,MAZDA,T,15710,35470,35490,88880088,20.0,20,20,355417,T103,H,1055A,,NY,F,520,Columbus Ave,,40.7859871,-73.9727735,0,408,h1,,Y     Y,1000A,0700P,BLACK,,0,,0,41,38-Failure to Dsplay Meter Rec,,,
8633266350,34743MJ,NY,COM,01/02/2018,46,VAN,CHEVR,T,15710,35470,35490,20190119,20.0,20,20,355417,T103,H,1052A,,NY,O,520,Columbus Ave,,40.7859871,-73.9727735,0,408,F1,,YYYYYYY,,,WH,,2003,,0,41,46B-Double Parking (Com-100Ft),,,
8633266349,31632JX,NY,COM,01/02/2018,37,VAN,CHEVR,T,15710,35510,35530,20190531,24.0,24,24,355417,T103,H,1045A,1012A,NY,O,575,Columbus Ave,,41.1093503,-73.7768814,20180102,408,h1,,Y     Y,1000A,0700P,WH,,2011,103-3121,0,41,37-Expired Parking Meter,,,
8633266337,61253MG,NY,COM,01/02/2018,37,VAN,FORD,T,15710,35690,35710,20190131,24.0,24,24,355417,T103,H,1009A,0832A,NY,O,750,Columbus Ave,,40.793337,-73.967587,20180102,408,h1,,Y,0700A,0700P,WH,,2007,103-3064,0,41,37-Expired Parking Meter,,,
8632216132,FAV5149,NY,PAS,01/02/2018,21,4DSD,HONDA,T,7540,9640,9790,20180502,114.0,114,114,366456,T401,B,1031A,,Q,F,41-07,28th Ave,,40.76514,-73.912447,0,408,d1,,Y  Y,0930A,1100A,GY,,2007,,0,25-A,21-No Parking (street clean),,,
8632216090,DXX2202,NY,PAS,01/02/2018,21,SUBN,CHEVR,T,9890,7790,7990,20190722,114.0,114,114,366456,T401,B,0948A,,Q,F,30-89,43rd St,,40.760435,-73.914132,0,408,d1,,Y  Y,0930A,1100A,GY,,2003,,0,25-A,21-No Parking (street clean),,,
8632216089,6WN946,MA,PAS,01/02/2018,21,4DSD,TOYOT,T,9890,7790,7990,20190688,114.0,114,114,366456,T401,B,0945A,,Q,F,30-57,43rd St,,40.76120299999999,-73.913506,0,408,d1,,Y  Y,0930A,1100A,BLUE,,0,,0,25-A,21-No Parking (street clean),,,
8632216065,EHB6765,NY,PAS,01/02/2018,21,4DSD,TOYOT,T,9890,7790,7990,20180602,114.0,114,114,366456,T401,B,0943A,,Q,F,30-49,43rd St,,40.761391,-73.913354,0,408,d1,,Y  Y,0930A,1100A,BK,,2009,,0,25-A,21-No Parking (street clean),,,
8632215991,7WHD026,CA,PAS,01/02/2018,21,SUBN,TOYOT,T,8940,7540,7790,20180188,114.0,114,114,366456,T401,B,0845A,,Q,F,28-23,37th St,,40.76546099999999,-73.91555699999999,0,408,d1,,Y  Y,0830A,1000A,WHITE,,0,,0,25-A,21-No Parking (street clean),,,
8632215980,FWT2207,NY,PAS,01/02/2018,21,2DSD,FIAT,T,8940,7540,7790,20181101,114.0,114,114,366456,T401,B,0843A,,Q,F,28-05,37th St,,40.7659461,-73.915325,0,408,d1,,Y  Y,0830A,1000A,GY,,2012,,0,25-A,21-No Parking (street clean),,,
8632215954,NXY97G,NJ,PAS,01/02/2018,21,SUBN,JEEP,T,8740,7540,7790,88880088,114.0,114,114,366456,T401,B,0838A,,Q,F,28-25,36th St,,40.76582399999999,-73.916366,0,408,d1,,Y  Y,0830A,1000A,GREY,,0,,0,25-A,21-No Parking (street clean),,,
8632215942,T83GCS,NJ,PAS,01/02/2018,21,VAN,CHEVR,T,8740,7540,7790,88880088,114.0,114,114,366456,T401,B,0837A,,Q,F,28-39,36th St,,40.765473,-73.916651,0,408,d1,,Y  Y,0830A,1000A,WHITE,,0,,0,25-A,21-No Parking (street clean),,,
8632215929,46576MH,NY,COM,01/02/2018,46,DELV,HIN,T,64290,7540,7790,20180331,114.0,114,114,366456,T401,B,0816A,,Q,F,28-21,Steinway St,,40.76479210000001,-73.9139536,0,408,F1,,YYYYYYY,,,GY/,,2005,,0,25-A,46B-Double Parking (Com-100Ft),,,
8632215917,2686446,IN,PAS,01/02/2018,84,TRAC,FRUEH,T,64290,7540,7790,88880088,114.0,114,114,366456,T401,B,0814A,,Q,F,28-27,Steinway St,,40.7645991,-73.914052,0,408,k7,,YYYYYYY,,,RED,,0,,0,25-A,84-Platform lifts in low posit,,,
8632215905,2686446,IN,PAS,01/02/2018,38,TRAC,FRUEH,T,64290,7540,7790,88880088,114.0,114,114,366456,T401,B,0813A,,Q,F,28-27,Steinway St,,40.7645991,-73.914052,0,408,h1,,Y,0800A,0700P,RED,,0,,0,25-A,38-Failure to Dsplay Meter Rec,,,
8631552367,FCN1544,NY,PAS,01/02/2018,37,4DSD,TOYOT,T,8540,7990,37290,20180520,114.0,114,114,358645,T401,J,1226P,1051A,Q,F,31-06,34th St,,40.7630766,-73.9214757,0,408,h1,,Y,0900A,0700P,GY,,2001,423-4085,0,52-P,37-Expired Parking Meter,,,
8631552331,CXG4527,NY,PAS,01/02/2018,20,4DSD,ME/BE,T,9090,7790,7990,20180608,114.0,114,114,358645,T401,J,1206P,,Q,F,30-10,38th St,,40.7641645,-73.9162796,0,408,d,,YYYYY,0800A,0600P,BK,,2005,,0,52-P,20A-No Parking (Non-COM),,,
8630750716,EYF6446,NY,PAS,01/02/2018,17,SUBN,TOYOT,T,12790,0,0,20180408,110.0,110,110,331965,T401,N,0625P,,Q,I,W,62nd Ave,80ft N/of 93rd St,39.8092423,-105.0751011,0,408,c4,,YYYYY,0700A,0700P,RD,,2010,,0,P-PM,17-No Stand (exc auth veh),,,
8630750650,DUY6649,NY,PAS,01/02/2018,14,4DSD,HONDA,T,12740,40404,40404,20181217,110.0,110,110,331965,T401,N,0409P,,Q,F,,61st St,,40.7662424,-73.9824061,0,408,c,,YYYYY,0700A,0400P,BL,,2007,,0,P-PM,14-No Standing,,,
8630750637,20197MG,NY,COM,01/02/2018,82,VAN,FORD,T,12940,0,0,20180531,110.0,110,110,331965,T401,N,0351P,,Q,I,W,62nd St,19ft S/of 32nd Ave,39.8653194,-86.2512574,0,408,k1,,YYYYYYY,,,RD,,2007,,0,P-PM,82-Unaltered Commerc Vehicle,,,
8630750625,T682601C,NY,OMT,01/02/2018,71,4DSD,TOYOT,T,8990,14690,14840,20180630,110.0,110,110,331965,T401,N,0321P,,Q,F,69-10,38th Ave,,40.74672899999999,-73.898209,0,408,j6,,YYYYYYY,,,BK,,2015,,0,P-PM,71A-Insp Sticker Expired (NYS),,,
8630750583,CJP1851,NY,PAS,01/02/2018,71,SUBN,TOYOT,T,9540,0,0,20190326,110.0,110,110,331965,T401,N,0242P,,Q,I,S,41st Ave,50ft W/of 75th St,41.198099,-95.9757789,0,408,j6,,YYYYYYY,,,GY,,2008,,0,P-PM,71A-Insp Sticker Expired (NYS),,,
8630750571,23408499,NC,PAS,01/02/2018,20,SUBN,JEEP,T,50890,0,0,20180088,110.0,110,110,331965,T401,N,0231P,,Q,I,E,Ithaca St,20ft S/of Britton Av,43.6783119,-116.6867941,0,408,d,,YYYYY,0800A,0600P,BLACK,,0,,0,P-PM,20A-No Parking (Non-COM),,,
8630750534,HND7865,NY,PAS,01/02/2018,14,4DSD,VOLKS,T,61590,0,0,20190106,110.0,110,110,331965,T401,N,0207P,,Q,I,E,Seabury St,5ft S/of 55th Rd,32.2078215,-110.8097672,0,408,c,,YYYYYYY,,,BL,,2013,,0,P-PM,14-No Standing,,,
8630750510,T694118C,NY,OMT,01/02/2018,98,SUBN,JEEP,T,19090,11440,11840,20181130,110.0,110,110,331965,T401,N,0129P,,Q,F,55-35,98th St,,40.738143,-73.86277299999999,0,408,f2,,YYYYYYY,,,RD,,2015,,0,P-PM,98-Obstructing Driveway,,,
8630750509,T747969C,NY,OMT,01/02/2018,71,4DSD,TOYOT,T,18740,10890,10990,20180630,110.0,110,110,331965,T401,N,0122P,,Q,F,51-20,94th St,,40.739917,-73.869266,0,408,j6,,YYYYYYY,,,BK,,2017,,0,P-PM,71A-Insp Sticker Expired (NYS),,,
8630750492,47623MG,NY,COM,01/02/2018,82,PICK,FORD,T,11090,18240,18490,20190426,110.0,110,110,331965,T401,N,0118P,,Q,F,90-42,53rd Ave,,40.738237,-73.87192499999999,0,408,k1,,YYYYYYY,,,WH,,1999,,0,P-PM,82-Unaltered Commerc Vehicle,,,
8630750480,Y98STN,FL,PAS,01/02/2018,40,4DSD,FORD,T,18890,39010,11440,20180388,110.0,110,110,331965,T401,N,0110P,,Q,F,53-12,96th St,,40.73963,-73.866334,0,408,e2,,YYYYYYY,,,BLACK,,0,,5,P-PM,40-Fire Hydrant,,,
8630750467,EDZ7664,NY,PAS,01/02/2018,71,SUBN,FORD,T,47590,54890,58290,20180420,110.0,110,110,331965,T401,N,1258P,,Q,F,57-20,Granger St,,40.73895599999999,-73.857193,0,408,j6,,YYYYYYY,,,BK,,2003,,0,P-PM,71A-Insp Sticker Expired (NYS),,,
8630750455,VNK45Y,NJ,PAS,01/02/2018,21,SUBN,HONDA,T,58790,58290,67480,88880088,110.0,110,110,331965,T401,N,1255P,,Q,F,58-18,Penrod St,,40.738766,-73.854325,0,408,d1,,Y,1130A,0100P,BLUE,,0,,0,P-PM,21-No Parking (street clean),,,
8634506174,FTR1233,NY,PAS,01/02/2018,37,4DSD,HONDA,T,13810,0,0,20191107,5.0,5,5,362546,T105,C,0604P,0515P,NY,I,N,Broome St,10ft E/of Lafayette,34.9293675,-80.744789,0,408,h1,,Y,0900A,0700P,BL,,2006,124-3048,0,040,37-Expired Parking Meter,,,
8634506149,96758MK,NY,COM,01/02/2018,38,VAN,CHEVR,T,32900,14590,12710,20191109,5.0,5,5,362546,T105,C,0540P,,NY,O,133,Walker St,,42.772771,-89.294916,0,408,h1,,Y,0800A,0700P,WH,,2006,,0,040,38-Failure to Dsplay Meter Rec,,,
8634506137,T671268C,NY,OMT,01/02/2018,37,4DSD,TOYOT,T,32900,14590,12710,20180531,5.0,5,5,362546,T105,C,0536P,0526P,NY,F,118,Walker St,,37.619596,-81.11435999999999,0,408,h1,,Y,0800A,0700P,BK,,2015,111-3104,0,040,37-Expired Parking Meter,,,
8634506113,FHN5561,NY,PAS,01/02/2018,37,SUBN,ME/BE,T,24390,23130,21690,20181218,5.0,5,5,362546,T105,C,0522P,0350P,NY,F,153-155,Lafayette St,,40.71964870000001,-73.9991744,0,408,h1,,Y,0730A,0700P,RD,,2017,124-3088,0,040,37-Expired Parking Meter,,,
8634506083,ZDV3052,PA,PAS,01/02/2018,37,PICK,NISSA,T,26990,22890,21690,20180088,5.0,5,5,362546,T105,C,0409P,0350P,NY,F,129,Mulberry St,,40.7183603,-73.99794709999999,0,408,h1,,Y,0830A,1000P,BLACK,,0,124-3009,0,040,37-Expired Parking Meter,,,
8634506071,FBB4813,NY,PAS,01/02/2018,38,SUBN,INFIN,T,12710,14010,22890,20180521,5.0,5,5,362546,T105,C,0405P,,NY,O,130,Baxter St,,40.7183941,-73.999003,0,408,h1,,Y,0830A,0700P,BL,,2016,,0,040,38-Failure to Dsplay Meter Rec,,,
8634506058,EFKL35,FL,PAS,01/02/2018,37,4DSD,TOYOT,T,26990,0,0,20180388,5.0,5,5,362546,T105,C,0335P,0327P,NY,I,W,Mulberry St,15ft N/of Grand St,39.292833,-76.65184200000002,20180102,408,h1,,Y,0830A,1000P,WHITE,,0,124-3013,0,040,37-Expired Parking Meter,,,
8634505972,84933MD,NY,COM,01/02/2018,20,VAN,CHEVR,T,21690,24390,14590,20180430,5.0,5,5,362546,T105,C,0236P,,NY,O,158,Grand St,,40.7199563,-73.99862499999999,0,408,d,,Y,0800A,0600P,WH,,2007,,0,040,20-No Parking (Com Plate),,,
8634505960,83025ME,NY,COM,01/02/2018,42,VAN,DODGE,T,21690,24390,14590,88880088,5.0,5,5,362546,T105,C,0233P,,NY,F,158,Grand St,,40.7199563,-73.99862499999999,0,408,h1,,Y,0900A,0700P,WHITE,,2006,147-3112,0,040,42-Exp Meter (Com Zone),,,
8634505959,72963JZ,NY,COM,01/02/2018,20,VAN,FORD,T,45470,21690,13810,20180731,1.0,1,1,362546,T105,C,0219P,,NY,F,50,Wooster St,,40.7224478,-74.0022625,0,408,d,,YYYYY,0800A,0600P,WH,,2008,,0,040,20-No Parking (Com Plate),,,
